p_id,name,price,colour,brand,ratingCount,avg_rating,description,Washable,Dryable,Availabilitystatus
11702956,ONLY Women Mustard Yellow & White Floral Printed Basic Jumpsuit,36.4,Mustard,ONLY,46,3.9783,"Mustard yellow &amp, white floral printed basic jumpsuit has a round neck sleeveless 2 pockets Material: 100% Viscose Rayon Machine Wash The model (height 5'8'') is wearing a size S",yes,no,available
13903100,Anouk Green & Gold-Toned Silk Blend Embroidered Saree,35.4,Green,Anouk,168,3.9821,Design Details:Green and Gold-toned embroidered saree and has an embellished border The model is wearing a stitched version of the blouse. But the saree comes with an unstitched blouse Saree fabric: silk blend Blouse fabric: silk blend Dry-clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx),no,no,available
15150642,Anouk Women Teal Blue & Pink Yoke Design Regular Kurta with Trousers & Dupatta,40.6,Teal,Anouk,228,3.9912,"Teal blue &amp, Pink yoke design Kurta with Trousers with dupatta Kurta design: Solid yoke design Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Art silk knitted and woven fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure 1 pockets Top fabric: Art Silk Bottom fabric: Art Silk Dupatta fabric: Organza Machine wash The model (height 5'8) is wearing a size S",yes,no,available
13905652,Anouk Women Pink & Off White Ethnic Motifs Printed Straight Kurta,9.4,Pink,Anouk,1152,3.9948,Colour: pink and off white Ethnic motifs printed Round neck Three-quarter regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular cotton The model (height 5'8) is wearing a size SCotton Machine wash,yes,no,available
17155514,H&M Women Grey Solid Long Sweatshirt,13.5,Grey,H&M,3,4,Long relaxed-fit top in sweatshirt fabric with a round neckline dropped shoulders and long sleeves. Ribbing around the neckline cuffs and hem. Soft brushed inside.76% Cotton 23% Polyester 1% Viscose Machine wash,yes,yes,unavailable
17842650,H&M Women White Fluffy Cardigan,15.6,White,H&M,6,4,"Cropped short-sleeved cardigan in a fluffy knit with a V-neck and toggle clasp at the front.The model (height 5'8"") is wearing a size S 48% Acrylic 52% Polyamide Dry Clean",no,yes,available
13995752,Anouk Women Red & Yellow Ethnic Motifs Printed Kurta with Palazzos,17.7,Red,Anouk,318,4,Red printed Kurta with Palazzos Kurta design: Ethnic motifs printed Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Cotton blend machine weave fabric Palazzos design: Solid Palazzos Partially elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash The model (height 5'8) is wearing a size S,yes,no,available
15582352,Anouk Women Pink Pure Cotton Straight Pastel Kurta,17.7,Pink,Anouk,27,4,Colour: pink Solid Round neck Three-quarter regular sleeves Straight shape with regular style Knee length with straight hem Machine weave regular cotton The model (height 5'8) is wearing a size S 100% Cotton Machine wash,yes,no,unavailable
17094600,Anouk Women Maroon Solid Casual Trousers,17.7,Maroon,Anouk,10,4,Maroon woven anti fit Regular fit Mid-rise Length: regular Pattern: solid Flat-front with no pleats design Feature: plain Fit: Regular Fit The model (height 5'8) is wearing a size 28100% Viscose rayon Machine wash,yes,no,available
18137084,ONLY Black Sweetheart Neck Blouson Top,17.7,Black,ONLY,6,4,Black regular blouson top Solid Sweetheart neck short puff sleeve sleeves Knitted The model (height 5'8) is wearing a size SMachine wash,yes,yes,available
15960258,H&M Women Beige Long Zip-Through Hoodie,20.8,Beige,H&M,38,4,Long oversized zip-through hoodie in sweatshirt fabric made from a cotton blend with a soft brushed inside. Double-layered hood zip down the front and front pockets. Dropped shoulders long sleeves and ribbing at the cuffs and hem.The model (Height 5'8) is wearing a size S 60% Cotton 40% Polyester Machine wash,yes,yes,available
16175082,FOREVER 21 Women White & Black Printed  Crop Top with Skirt,20.8,White,FOREVER 21,6,4,This Co-ords set consists of Crop Top and Skirt White and black printed Crop Top has a round neck short sleeves with button and tie-up closure White and black solid Skirt has a slip-on closure The model (height 5'8) is wearing a size S 100% Polyester Machine wash,yes,yes,unavailable
17104804,Anouk Women Mustard Yellow Printed Pure Cotton Kurta with Trousers,20.8,Mustard,Anouk,20,4,Mustard yellow printed Kurta with Trousers Kurta design: Striped printed Straight shape Regular style Round neck three-quarter flared sleeves Calf length with curved hem Pure cotton machine weave fabric Trousers design: Printed Trousers Partially elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash The model (height 5'8) is wearing a size S,yes,no,available
17965024,H&M Orange Ankle-Length Trousers,20.8,Orange,H&M,5,4,Ankle-length trousers in woven fabric. High waist with pleats at the front and covered elastication at the back and a zip fly with hook-and-eye fasteners. Side pockets fake back pockets and wide gently tapered legs with creases.100% Polyester Machine wash The model (height 5'8'') is wearing a size 25,yes,no,available
17055642,Pepe Jeans Women Blue Skinny Fit Heavy Fade Stretchable Jeans,22.9,Blue,Pepe Jeans,11,4,Dark shade heavy fade blue jeans Skinny fit mid-rise Low distress Stretchable 5 pocket Length: cropped Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28 Cotton Machine wash,yes,no,available
17096082,Anouk Women Mustard Yellow Geometric Printed Pure Cotton Kurta,23.9,Mustard,Anouk,38,4,Colour: mustard yellow Geometric printed Shirt collar Short regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular cotton 100% Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
1189174,Pepe Jeans Grey Frisky Fit Jeans,25,Grey,Pepe Jeans,2,4,"A pair of grey 5-pocket low-rise jeans lightly washed has a zip fly with a button closure and a waistband with belt loops Cotton and Lycra blend Machine-wash cold Frisky fit: low-rise slim fit skinny leg The model (height 5'6"" and waist 25"") is wearing a size 28",yes,yes,unavailable
15096398,Anouk Green Woven Design Zari Silk Blend Ready to Wear Banarasi Saree,30.2,Green,Anouk,15,4,Design Details Green banarasi saree Woven design embellished saree with woven design border Has zari detail The saree comes with an unstitched blouse piece,no,no,unavailable
17049116,Anouk Women Green Pure Cotton Kurti with Palazzos,30.2,Green,Anouk,11,4,Green solid Kurti with Palazzos Kurti design: Solid A-line shape Regular style Round neck sleeveless regular sleeves Above knee length with curved hem Pure cotton machine weave fabric Palazzos design: Printed Palazzos Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,no,unavailable
14778942,MANGO Navy Blue & White Floral Printed Playsuit,31.1,Navy Blue,MANGO,15,4,Navy blue and white floral printed playsuit with gathers and tie up detail has a shoulder straps Comes with a belt The model (height 5'8) is wearing a size SViscose rayon Machine wash,yes,yes,unavailable
15963804,MANGO Women Black Solid Pullover Sweater,31.1,Black,MANGO,12,4,Black solid button detail pullover sweater has a round neck long sleeves ribbed hem 83% Viscose 17% Nylon Machine-wash The model (height 5'8) is wearing a size S,yes,no,unavailable
15964092,MANGO Women Black Solid Pullover,31.1,Black,MANGO,8,4,Black solid pullover has a boat neck long sleeves ribbed hem The model (height 5'8) is wearing a size S 90% viscose rayon 10% polyamide Machine-wash,yes,yes,available
16264286,FOREVER 21 Women Purple Crop Corduroy Puffer Jacket,34.4,Purple,FOREVER 21,16,4,"Purple striped self design puffer jacket has a stand collar pockets has a zip closure sleeveless straight hemline without lining The model (height 5'8) is wearing a size SShell: 53% polyester 47% biconstituent- Lining &amp, Other 100% polyester Machine wash",yes,no,unavailable
15182330,ONLY Women Olive Green Joggers Trousers,36.4,Olive,ONLY,6,4,Olive green woven joggers Regular fit Mid-rise Length: regular Pattern: solid Flat-front with no pleats design Feature: plain 4 pockets Polyester Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,no,unavailable
10142341,MANGO Women Blue Solid Layered Playsuit,37.4,Blue,MANGO,7,4,Blue solid layered playsuit has a notched lapel collar short extended sleeves conealed zip Comes with a belt The model (height 5'8'') is wearing a size SPolyester Machine-wash,yes,no,available
13099968,MANGO Women Grey Solid Tailored Fit Sustainable Formal Waistcoat,37.4,Grey,MANGO,10,4,Grey solid sustainable waistcoat has a V-neck sleeveless two welt pockets button closure an attached lining The model (height 5'8) is wearing a size S 64% polyester 34% viscose 2% elastane Lining: 100% Polyester Dry clean,no,no,unavailable
15314938,MANGO Women Beige Checked Pleated Parallel Cropped Trousers,37.4,Beige,MANGO,11,4,Beige woven parallel Regular fit Mid-rise Length: cropped Pattern: checked Pleated design Feature: plain 2 pockets Slip-on closure 50% Viscose rayon  38% Cotton and 12% Linen Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,yes,unavailable
18327874,MANGO Women Yellow & Green Baroque Print Mini Skirt,37.4,Yellow,MANGO,8,4,"Yellow &amp, green mini skirt Baroque Print Above knee length Straight hem Concealed Zip closure The model (height 5'8"") is wearing a size SComposition: 100% viscose Lining: 100% polyester.Machine wash",yes,yes,unavailable
16794836,Levis Women Blue 721 Skinny Fit High-Rise Stretchable Jeans,39.6,Blue,Levis,5,4,"Dark shade no fade blue jeans Skinny fit high-rise Clean look Stretchable 5 pocket Length: regular Fit: Skinny Fit Stretchable Size worn by the model: 28 Waist: 25""Hips: 36.5""Height: 5'8''82% cotton 17% polyester 1% elastane Machine-wash",yes,yes,unavailable
10987790,Pepe Jeans Women Red Solid Lightweight Jacket,41.7,Red,Pepe Jeans,14,4,"Red solid jacket has a hooded 2 pockets zip closure long sleeves straight hem and nylon lining Design Details SHORT PUFFER BOMBER JACKET WITH NICE SPORTY PEPEJEANS TAPE DETAILThe model (height 5'8"") is wearing a size SMaterial: Shell : 100% nylon Lining : 100% polyester Dry Clean",no,yes,unavailable
11844262,MANGO Women Yellow Solid Single-Breasted Blazer,47.8,Yellow,MANGO,34,4,Yellow solid single-breasted blazer has a notched lapel collar long sleeves button closure two pockets and an attached lining Shell:100% linen Lining: 100% polyester Dry-clean The model (height 5'8'') is wearing a size S,no,no,available
15315992,MANGO Women Cream-Coloured Padded Jacket,47.8,Cream,MANGO,6,4,Cream-coloured solid Padded jacket has a stand collar 2 pockets has a zip closure sleeveless straight hemline without lining Outer shell: Polyester Lining fabric: Unlined Dry clean The model (height 5'8) is wearing a size S,no,yes,available
15963876,MANGO Women Peach-Coloured Cable Knit Pullover,47.8,Peach,MANGO,21,4,Peach-coloured cable knit pullover has a round neck long sleeves ribbed hem The model (height 5'8) is wearing a size S 91% acrylic 5% polyester 4% polyamide Hand wash,no,no,unavailable
16846572,Anouk White Floral Organza Saree,48.9,White,Anouk,5,4,Design Details White saree Floral woven design saree with embroidered border The saree comes with an unstitched blouse piece,no,no,available
17607798,MANGO Women Lime Green Straight Fit Pure Cotton High-Rise Jeans,49.9,Lime Green,MANGO,6,4,Coloured shade no fade fluorescent green jeans Straight fit high-rise Clean look Non stretchable 5 pocket Length: regular 100% Cotton Machine wash Fit: Straight Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,yes,unavailable
7582828,United Colors of Benetton Women Blue Skinny Fit Mid-Rise Clean Look Jeans,52.1,Blue,United Colors of Benetton,15,4,"Blue light wash 5-pocket mid-rise jeans clean look with light fade has a zip fly closure waistband with belt loops Cotton Machine-wash Skinny Fit The model (height 5'8"") is wearing a size 28",yes,yes,unavailable
16846772,Anouk Cream-Coloured Ethnic Motifs Embroidered Satin Saree,53.1,Cream,Anouk,7,4,Design Details Cream-coloured saree Ethnic motifs woven design saree with woven design border Has embroidered detail The saree comes with an unstitched blouse piece,no,no,available
17810566,H&M Women White Cotton Crop Top,4.2,White,H&M,76,4.0263,Cropped top in soft cotton jersey with spaghetti shoulder straps.95% Cotton 5% Elastane Machine wash Cropped top in soft cotton jersey with spaghetti shoulder straps.,yes,yes,available
16045510,Anouk Green & Pink Woven Design Pure Silk Kanjeevaram Saree,36.4,Green,Anouk,76,4.0263,Design Details Green and pink kanjeevaram saree Woven design woven design saree with woven design border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Pure Silk Blouse fabric: Pure Silk Dry clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),no,no,available
13905618,Anouk Women Grey & White Pure Cotton Kurta with Palazzos,16.7,Grey,Anouk,656,4.029,Grey solid Kurta with Palazzos Kurta design: Solid Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Pure cotton machine weave fabric Palazzos design: Printed Palazzos Partially elasticated waistband Slip-on closure Comes with a Dupatta length: 2 metres (approx.) The model (height 58) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,yes,unavailable
16259320,Anouk Pink Floral Printed Organza Saree,37.5,Pink,Anouk,77,4.039,Design Details Pink saree Floral printed saree with embroidered border Has embroidered detail The saree comes with an unstitched blouse piece,no,no,unavailable
13430112,ONLY Women Green Self Design Boxy Top,20.8,Green,ONLY,25,4.04,"Green self-design woven boxy top has a tie-up neck three-quarter sleeves and tie-ups closure Loose Fit The model (height 5'8"") is wearing a size SMaterial: 100% Viscose Machine Wash",yes,yes,unavailable
14925534,Anouk Women Green & White Ethnic Motifs Printed Cotton Kurta,11.4,Green,Anouk,448,4.0402,Colour: green and white Ethnic motifs printed Mandarin collar Three-quarter regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular cotton Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
15102850,MANGO Blue Regular Top,18.6,Blue,MANGO,24,4.0417,Blue regular top Solid V-neck short flutter sleeves Ruffled Knitted Button closure 52% Polyester 48% cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
13238316,Anouk Purple & White Striped Straight Kurta,15.6,Purple,Anouk,511,4.0431,Purple and white stripedstraight shape with short sleevesround neckknee lengthstraight hemregular stylemachine weave cotton cotton machine wash The model (height 5'8) is wearing a size S,yes,no,available
2322905,Anouk Women Red & Cream-Coloured Printed Pure Cotton Kurti,10.4,Red,Anouk,1056,4.0455,"Red and cream-coloured printed kurti has a mandarin collar cold-shoulder three-quarter sleeves straight hem The model (height 5'8"") is wearing a size S 100% cotton Hand-wash",no,no,unavailable
10777548,Anouk Women Navy Blue & Off-White Checked Straight Kurta,18.7,Navy Blue,Anouk,1751,4.0474,"Navy Blue and Off-white checked straight kurta has a round neck sleeveless straight hem and side slits 100% Cotton Machine-wash The model (height 5'8"") is wearing a size S",yes,no,unavailable
14925648,Anouk Women Blue & White Printed Pleated Pure Cotton Kurti with Trousers,19.8,Blue,Anouk,63,4.0476,Blue and white printed Kurti with Trousers Kurti design: Blue and white tribal printed Straight shape Pleated style Round neck sleeveless shoulder straps Above knee length with straight hem Pure cotton machine weave fabric Trousers (culottes) design: Blue solid Trousers Elasticated waistband Slip-on closure Top fabric: 100% Cotton Bottom fabric: 100% Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
15273960,MANGO Women Pink Solid Open Knit Pullover,24.9,Pink,MANGO,21,4.0476,Pink solid pullover open knit has a v-neck long sleeves ribbed hem The model (height 5'8) is wearing a size S 100% Acrylic Hand wash,no,yes,available
17611544,H&M Women Yellow Solid Zip-Through Hoodie,15.6,Yellow,H&M,19,4.0526,Zip-through hoodie in sweatshirt fabric. Lined drawstring hood a zip down the front dropped shoulders long sleeves and front pockets. Ribbing at the cuffs and hem. Soft brushed inside.62% Cotton 38% Polyester Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
14224034,Anouk Women Black Printed Pure Cotton Kurta with Trousers,25,Black,Anouk,131,4.0534,Black printed Kurta with Trousers Kurta design: Ethnic motifs printed Straight shape Regular style Round neck three-quarter regular sleeves 1 pockets Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
16794860,Levis Women Grey 501 Straight Fit High-Rise Light Fade Jeans,47.9,Grey,Levis,17,4.0588,Medium shade light fade grey jeans Straight fit high-rise Clean look Non stretchable 5 pocket Length: regular 100% Cotton Machine-wash Fit: Straight Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,no,unavailable
16362076,H&M Women Grey Ribbed Wool-Blend Jumper,15.6,Grey,H&M,30,4.0667,Rib-knit jumper in a soft fine wool blend. Relaxed fit with a polo neck low dropped shoulders long sleeves and slits in the sides of the hem.35% Acrylic 50% Polyester 15% Wool Machine wash,yes,yes,unavailable
7763575,Anouk Women Red Floral Print A-Line Kurta,17.7,Red,Anouk,2004,4.0768,"Red Floral Print A-line kurta has a round neck short sleeves flared hem has gathers along the waist The model (height 5'8"") is wearing a size S 100% viscose Hand-wash",no,no,available
15963716,MANGO Women Olive Green Solid Sweater,31.1,Olive,MANGO,13,4.0769,"Olive green solid sweater with button detail has a round neck long sleeves ribbed hem 83% viscose 17% polyamide Machine wash The model (height 5'8"") is wearing a size S",yes,no,unavailable
13238184,Anouk Women White & Pink Cotton Ethnic Motifs Printed Straight Kurta with Pockets,19.8,White,Anouk,374,4.0775,Colour: White and pink Ethnic motifs print Mandarin collar Button closure Three-quarter regular sleeves Straight shape with panelled style Knee-length with a straight hem 2 pockets with Thread work detail Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
17102460,Anouk Women Cream-Coloured Striped Kurta with Trousers,17.7,Cream,Anouk,25,4.08,Cream-coloured and black striped Kurta with Trousers Kurta design: Solid striped Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Polyester machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure Top fabric: Polyester Bottom fabric: Polyester Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
12134668,Anouk Women Black Printed Kurta with Trousers,26,Black,Anouk,853,4.0832,"Black printed kurta with trousers Black printed straight calf length kurta has a round neck three-quarter sleeves button closure straight hem side slits Black Solid trousers has partially elasticated waistband slip-on closure The model (height 5'8"") is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Hand-wash",no,yes,unavailable
15150620,Anouk Women Pink & Blue Ethnic Motifs Embroidered Kurta with Trousers & With Dupatta,40.6,Pink,Anouk,273,4.0842,Pink embroidered Kurta with Trousers with dupatta Kurta design: Ethnic motifs embroidered Straight shape Regular style Round neck Tree-quarter regular sleeves Sequinned detail Calf length Straight hem Side details Viscose rayon knitted and woven fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure Embroidered dupatta Top fabric: Viscose Silk Bottom fabric: Viscose Silk Dupatta fabric: Organza Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
17901968,ONLY Women Pink Off-Shoulder Ruffles Bardot Crop Top,18.7,Pink,ONLY,11,4.0909,Pink crop bardot top Solid Off-shoulder short puff sleeve sleeves Ruffles detail Woven Button closure Cotton Blend Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
18257618,MANGO Women Blue Embroidered Pure Cotton Straight Fit High-Rise Stretchable Jeans,47.8,Blue,MANGO,11,4.0909,Medium shade no fade blue jeans Straight fit high-rise Clean look Stretchable Floral embroidered 5 pockets Button closure Length: cropped Fit: Straight Fit Stretchable The model (height 5'8) is wearing a size 28100% cotton Machine-wash,yes,no,available
12135374,Anouk Beige & Red Antiviral Finish Ethnic Motifs Anti-Viral Pure Cotton Top,16.7,Beige,Anouk,1431,4.0922,"Beige and Red ethnic printed woven anti-viral regular top has a round neck three-quarter sleeves and button closure HEIQ VIROBLOCK-Antiviral-This HEIQ Viroblock technology treatment helps to reduce the risk of viral and bacterial persistence on contacted surfaces and objects thereby lowering the potential of transmission. This antiviral finish effectiveness has been tested as active against most of the viruses on the fabric surface up to 99.9%. All mandatory precautions need to be taken as suggested by ICMR to ensure prevention from viral infections Material: Pure Cotton Hand Wash The model (height 5'8"") is wearing a size S",no,yes,available
11197978,Anouk Women Lime Green & Blue Printed A-Line Kurta,16.7,Lime Green,Anouk,1258,4.0962,"Lime Green and Blue printed A-line kurta has a round neck three-quarter sleeves and flared hem This kurta can also be styled as a dress Material: 100% cotton   Machine Wash The model (height 5'8"") is wearing a size S",yes,no,available
18408918,FOREVER 21 Women Khaki Ribbed  Tank Crop Top With Cut Outr Details,13.5,Khaki,FOREVER 21,10,4.1,Khaki crop tank top Abstract striped Mandarin collar sleeveless no sleeves Cut out detail Knitted The model (height 5'8) is wearing a size S 96% Cotton and 4% Spandexmachine wash,yes,no,unavailable
16781582,Levis Women Solid Magenta SPuff Sleeves hirt Style Top,33.3,Magenta,Levis,10,4.1,Magenta regular shirt style top Solid Shirt collar long puff sleeve sleeves Woven Button closure 100% Viscose Machine-wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
12135222,Anouk Women Rust Orange & Beige Printed Straight Kurta,13.5,Rust,Anouk,965,4.1026,"Rust and Beige printed straight kurta has a mandarin collar sleeveless straight hem and multiple slits The model (height 5'8"") is wearing a size SMaterial: 100% Cotton Machine Wash",yes,no,unavailable
14873050,Levis Women Pink Solid Tailored Jacket,37.5,Pink,Levis,19,4.1053,"Pink solid tailored jacket has a hooded pockets has a zip closure long sleeves straight hemline polyester lining 80% Cotton &amp, 20% Polyester Machine wash The model (height 5'8) is wearing a size S",yes,no,available
15274092,MANGO Women Off White Pleated Culottes Trousers,24.9,Off White,MANGO,28,4.1071,Off white woven culottes Regular fit Mid-rise Length: three-fourth length Pattern: solid Pleated design Feature: plain 100% polyester Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,no,unavailable
12477518,Globus Women Brown Solid Open Front Shrug,10.9,Brown,Globus,9,4.1111,Brown solid open front regular shrug has long sleeves asymmetric hem The model (height 5'8'') is wearing a size SMaterial: Viscose Rayon Hand Wash,no,no,unavailable
17090738,Anouk Women Pink Woven Design Pleated Kurta,25,Pink,Anouk,54,4.1111,"Colour: pink Woven design woven design Mandarin collar Three-quarter regular sleeves Straight shape with pleated style Calf length with straight hem Machine weave regular cotton 100% Cotton Hand wash Size worn by the model: SChest: 29""Height: 5'6""",yes,no,unavailable
15922000,Pepe Jeans Women Blue Light Fade Jeans,29.2,Blue,Pepe Jeans,9,4.1111,Dark shade light fade blue jeans Regular fit mid-rise Clean look Non stretchable 4 pocket Length: cropped Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28 Cotton Machine Wash,yes,no,available
15273944,MANGO Women Red Raglan Sleeves Pullover,47.8,Red,MANGO,18,4.1111,Red solid pullover has a round neck long sleeves straight hem The model (height 5'8) is wearing a size S 48% viscose 30% polyester 22% nylon Machine wash,yes,no,available
17090578,Anouk Women Maroon Embroidered Stripe Thread Work Pure Cotton A-Line Kurta,20.8,Maroon,Anouk,53,4.1132,"Colour: maroon Striped embroidered Round neck Three-quarter regular sleeves A-line shape with regular style Thread work detail Above knee with straight hem Machine weave regular cotton 100% Cotton Machine wash Size worn by the model: SChest: 30""Height: 5'6""",yes,no,unavailable
14884798,Anouk Women Navy Blue Embroidered Regular Pure Cotton Kurta with Trousers,28.1,Navy Blue,Anouk,51,4.1176,Navy blue embroidered Kurta with Trousers Kurta design: Solid embroidered Straight shape Regular style Round neck three-quarter regular sleeves Knee length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,no,unavailable
15022668,Levis Women Navy Blue Super Skinny Fit Stretchable Jeans 710,20.8,Navy Blue,Levis,211,4.1232,Dark shade no fade navy blue jeans Super skinny fit mid-rise Clean look Stretchable 5 pocket Button closure Zip fly Length: regular 83% cotton 16% polyester 1% elastane Machine wash Fit: 710 Super Skinny Fit Stretchable The model (height 5'8) is wearing a size 28,yes,no,available
17094636,Anouk Women Mustard Yellow & White Chevron Printed Kurta,18.7,Mustard,Anouk,24,4.125,Colour: mustard yellow and white Chevron printed Mandarin collar Short regular sleeves Straight shape with regular style Knee length with straight hem Machine weave regular cotton The model (height 5'8) is wearing a size S 100% cotton Machine wash,yes,yes,available
16591612,H&M Woman Sage Green Flounce-collared cardigan,20.8,Green,H&M,8,4.125,Long-sleeved cardigan in a rib knit containing some wool. Deep V-neck with a wide flounced collar and buttons down the front.52% Polyester 41% Acrylic 4% Wool 3% Elastane Machine Wash,yes,no,unavailable
16190840,Anouk Women White Ethnic Motifs Printed Pleated Pure Cotton Kurta with Trousers,34.4,White,Anouk,96,4.125,White printed Kurta with Trousers Kurta design: Ethnic motifs printed A-line shape Pleated style Round neck three-quarter regular sleeves Above knee length with flared hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,no,unavailable
15820810,DeFacto Women White Basic REGULAR FIT Tricot Pullover Sweater,13.5,White,DeFacto,23,4.1304,White solid pullover has a round neck long sleeves ribbed hem Acrylic 100% Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
18115614,ONLY Green Print Ruffles Peplum Top,17.7,Green,ONLY,15,4.1333,Green regular peplum top Polka dot print Round neck sleeveless no sleeves Ruffles detail Woven The model (height 5'8) is wearing a size SMachine wash,yes,no,unavailable
13326354,Levis Women Blue Super Skinny Fit High-Rise Clean Look Sustainable Jeans,34.4,Blue,Levis,50,4.14,"Blue medium wash 5-pocket high-rise jeans clean look heavy fade has a button and zip closure and waistband with belt loops 80% Cotton 17% polyester and 3% elastane Machine-wash Super Skinny Fit The model (height 5'8"") is wearing a size 28",yes,no,unavailable
9684427,FOREVER 21 Women Rust & Black Printed Playsuit,18.7,Rust,FOREVER 21,7,4.1429,Rust printed playsuit has a round neck sleeveless 100% Viscose Rayon Hand-wash The model (height 5'8'') is wearing a size S,no,yes,unavailable
14340794,MANGO Beige Ribbed Fitted Top,24.9,Beige,MANGO,42,4.1429,Beige regular fitted top Ribbed Scoop neck sleeveless no sleeves Tie-ups detail Knitted Polyester Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
17021550,FOREVER 21 Women Black Washed Crop Bomber Jacket,31.2,Black,FOREVER 21,7,4.1429,Black solid Bomber Jacket has a spread collar 2 pockets has a button closure sleeveless straight hemline without lining 100% Nylon Machine Wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
13944296,MANGO Women Navy Blue Solid Tailored Jacket,37.4,Navy Blue,MANGO,7,4.1429,"Navy Blue solid tailored jacket has a spread collar 2 oversized flap pockets button closure sleeveless straight hem and polyester lining The model (height 5'8"") is wearing a size SMaterial: Polyester Dry Clean",no,no,unavailable
17269008,MANGO Women Black Solid Oversized Design Blazer,62.4,Black,MANGO,7,4.1429,Product Details Oversize design Long design. Lapel with notch collar Shoulder pad Long ruched sleeves One button fastening Decorative pockets on the front Inner lining 100% polyester Dry clean Oversized Fit The model (height 5'8) is wearing a size XS,no,no,available
13534776,MANGO Women Black Open Knit Sleeves Pullover,24.9,Black,MANGO,20,4.15,Black solid semi-sheer pullover has a round neck open knit long sleeves straight hem 65% recycled polyester 35% viscose Hand wash The model (height 5'8) is wearing a size S,no,yes,unavailable
12135352,Anouk Women Black Printed A-Line Top,14.6,Black,Anouk,378,4.1508,"Black printed woven A-line top has a round neck three-quarter sleeves and button closure Regular Fit The model (height 5'8"") is wearing a size SMaterial: 87% cotton and 13% linen Machine Wash",yes,no,unavailable
17186006,H&M Blue Oversized Zip-Through Hoodie,23.9,Blue,H&M,13,4.1538,Oversized zip-through hoodie in soft printed sweatshirt fabric with a small print motif on the front decorated with sparkly studs and a large print motif on the back. Lined drawstring hood a zip down the front front pockets and trims at the cuffs and hem. Soft brushed inside 59% Cotton 41% Polyester Machine Wash,yes,yes,unavailable
